"pig_ensembl_gene_id","pig_gene_name","pig_entrezgene_id","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name","human_entrezgene_id","cow_ensembl_gene_id","cow_gene_name","cow_entrezgene_id"
"ENSSSCG00000005459","ECPAS",100628178,"ENSG00000136813","ECPAS",23392,"ENSBTAG00000006712","ECPAS",513555
"ENSSSCG00000001248","MOG",100141421,"ENSG00000204655","MOG",4340,"ENSBTAG00000017818","MOG",280863
"ENSSSCG00000006531","EFNA3",100155923,"ENSG00000143590","EFNA3",1944,"ENSBTAG00000033423","EFNA3",540776
"ENSSSCG00000036831","EFNA4",100154710,"ENSG00000243364","EFNA4",1945,"ENSBTAG00000010673","EFNA4",615879
"ENSSSCG00000010537","GOT1",396967,"ENSG00000120053","GOT1",2805,"ENSBTAG00000011960","GOT1",281206
"ENSSSCG00000001247","ZFP57",100141415,"ENSG00000204644","ZFP57",346171,"ENSBTAG00000017836","ZFP57",786262
"ENSSSCG00000011441","TNNC1",100156435,"ENSG00000114854","TNNC1",7134,"ENSBTAG00000045757","TNNC1",509486
"ENSSSCG00000006533","ADAM15",100153483,"ENSG00000143537","ADAM15",8751,"ENSBTAG00000010663","ADAM15",784605
"ENSSSCG00000010538","NKX2-3",100152347,"ENSG00000119919","NKX2-3",159296,"ENSBTAG00000021397","NKX2-3",539451
"ENSSSCG00000001245","POLR1H",100152094,"ENSG00000066379","POLR1H",30834,"ENSBTAG00000031792","POLR1H",535288
"ENSSSCG00000037536","SLC25A28",100526017,"ENSG00000155287","SLC25A28",81894,"ENSBTAG00000012107","SLC25A28",538529
"ENSSSCG00000010540","ENTPD7",100157585,"ENSG00000198018","ENTPD7",57089,"ENSBTAG00000047077","ENTPD7",100300490
"ENSSSCG00000011787","MAGEF1",100737653,"ENSG00000177383","MAGEF1",64110,"ENSBTAG00000019014","MAGEF1",518728
"ENSSSCG00000054426","BHMT2",100523776,"ENSG00000132840","BHMT2",23743,"ENSBTAG00000038234","BHMT2",616683
"ENSSSCG00000010541","COX15",100156375,"ENSG00000014919","COX15",1355,"ENSBTAG00000045703","COX15",517811
"ENSSSCG00000023503","PRKCD",100622955,"ENSG00000163932","PRKCD",5580,"ENSBTAG00000008719","PRKCD",505708
"ENSSSCG00000010542","CUTC",100155162,"ENSG00000119929","CUTC",51076,"ENSBTAG00000002971","CUTC",535065
"ENSSSCG00000057114","WDPCP",106507382,"ENSG00000143951","WDPCP",51057,"ENSBTAG00000005151","WDPCP",527992
"ENSSSCG00000001234","TRIM10",100144459,"ENSG00000204613","TRIM10",10107,"ENSBTAG00000007530","TRIM10",515628
"ENSSSCG00000038917","ATXN1L",100514525,"ENSG00000224470","ATXN1L",342371,"ENSBTAG00000046255","ATXN1L",521025
"ENSSSCG00000035071","DCST1",100622304,"ENSG00000163357","DCST1",149095,"ENSBTAG00000010655","DCST1",521797
"ENSSSCG00000010543","ABCC2",397535,"ENSG00000023839","ABCC2",1244,"ENSBTAG00000008936","ABCC2",520925
"ENSSSCG00000001233","TRIM26",100144460,"ENSG00000234127","TRIM26",7726,"ENSBTAG00000035744","TRIM26",785873
"ENSSSCG00000006507","DAP3",100152332,"ENSG00000132676","DAP3",7818,"ENSBTAG00000001199","DAP3",504320
"ENSSSCG00000002741","ZNF821",100515083,"ENSG00000102984","ZNF821",55565,"ENSBTAG00000021438","ZNF821",532668
"ENSSSCG00000010544","DNMBP",100152738,"ENSG00000107554","DNMBP",23268,"ENSBTAG00000008939","DNMBP",782347
"ENSSSCG00000037564","OTX1",100520485,"ENSG00000115507","OTX1",5013,"ENSBTAG00000006760","OTX1",540628
"ENSSSCG00000008372","EHBP1",100520668,"ENSG00000115504","EHBP1",23301,"ENSBTAG00000044173","EHBP1",100300164
"ENSSSCG00000006737","IGSF3",100512602,"ENSG00000143061","IGSF3",3321,"ENSBTAG00000004849","IGSF3",530939
"ENSSSCG00000011297","ABHD5",497624,"ENSG00000011198","ABHD5",51099,"ENSBTAG00000008416","ABHD5",535588
"ENSSSCG00000013616","ZNF653",100514894,"ENSG00000161914","ZNF653",115950,"ENSBTAG00000014415","ZNF653",516232
"ENSSSCG00000037744","ZNF483",110259660,"ENSG00000173258","ZNF483",158399,"ENSBTAG00000056915","ZNF483",539505
"ENSSSCG00000010545","CPN1",100157984,"ENSG00000120054","CPN1",1369,"ENSBTAG00000023941","CPN1",536753
"ENSSSCG00000024417","ERC2",100627254,"ENSG00000187672","ERC2",26059,"ENSBTAG00000010029","ERC2",537173
"ENSSSCG00000006461","ARHGEF11",100157291,"ENSG00000132694","ARHGEF11",9826,"ENSBTAG00000012361","ARHGEF11",511220
"ENSSSCG00000010167","MAP10",100515801,"ENSG00000212916","MAP10",54627,"ENSBTAG00000012566","MAP10",781199
"ENSSSCG00000010579","GBF1",100154193,"ENSG00000107862","GBF1",8729,"ENSBTAG00000006014","GBF1",533207
"ENSSSCG00000013615","ECSIT",100519412,"ENSG00000130159","ECSIT",51295,"ENSBTAG00000015049","ECSIT",507245
"ENSSSCG00000021386","PTGR1",397678,"ENSG00000106853","PTGR1",22949,"ENSBTAG00000011027","PTGR1",513177
"ENSSSCG00000021130","RPP21",100152493,"ENSG00000241370","RPP21",79897,"ENSBTAG00000050907","RPP21",104968464
"ENSSSCG00000021130","RPP21",100152493,"ENSG00000241370","RPP21",202658,"ENSBTAG00000050907","RPP21",104968464
"ENSSSCG00000001430","ATF6B",100144516,"ENSG00000213676","ATF6B",1388,"ENSBTAG00000008794","ATF6B",513928
"ENSSSCG00000063377","GTF2E1",100624061,"ENSG00000153767","GTF2E1",2960,"ENSBTAG00000016848","GTF2E1",540525
"ENSSSCG00000006462","LRRC71",100158094,"ENSG00000160838","LRRC71",149499,"ENSBTAG00000012348","LRRC71",511219
"ENSSSCG00000005460","DNAJC25",100515643,"ENSG00000059769","DNAJC25",548645,"ENSBTAG00000030960","DNAJC25",535430
"ENSSSCG00000006463","PEAR1",100156908,"ENSG00000187800","PEAR1",375033,"ENSBTAG00000012405","PEAR1",787112
"ENSSSCG00000011298","CDCP1",100512497,"ENSG00000163814","CDCP1",64866,"ENSBTAG00000012482","CDCP1",540622
"ENSSSCG00000046439","GNG10",100515992,"ENSG00000242616","GNG10",2790,"ENSBTAG00000009087","GNG10",613930
"ENSSSCG00000006464","NTRK1",100154471,"ENSG00000198400","NTRK1",4914,"ENSBTAG00000003060","NTRK1",353111
"ENSSSCG00000002746","DHODH",102157990,"ENSG00000102967","DHODH",1723,"ENSBTAG00000019887","DHODH",533873
"ENSSSCG00000005463","SHOC1",100620295,"ENSG00000165181","SHOC1",158401,"ENSBTAG00000044004","SHOC1",617568
"ENSSSCG00000035258","RABL3",100624155,"ENSG00000144840","RABL3",285282,"ENSBTAG00000015898","RABL3",505510
"ENSSSCG00000001431","FKBPL",100154784,"ENSG00000204315","FKBPL",63943,"ENSBTAG00000075229","FKBPL",513929
"ENSSSCG00000026713","TMEM17",100627459,"ENSG00000186889","TMEM17",200728,"ENSBTAG00000000899","TMEM17",514758
"ENSSSCG00000022780","UGCG",100152737,"ENSG00000148154","UGCG",7357,"ENSBTAG00000016073","UGCG",514357
"ENSSSCG00000006465","INSRR",100155702,"ENSG00000027644","INSRR",3645,"ENSBTAG00000003054","INSRR",787068
"ENSSSCG00000031270","OR2D2",NA,"ENSG00000166368","OR2D2",120776,"ENSBTAG00000018490","OR2D2",504498
"ENSSSCG00000024403","PRRT1",100144520,"ENSG00000204314","PRRT1",80863,"ENSBTAG00000038904","PRRT1",617717
"ENSSSCG00000024403","PRRT1",100144520,"ENSG00000204314","PRRT1",100507547,"ENSBTAG00000038904","PRRT1",617717
"ENSSSCG00000006466","SH2D2A",100153265,"ENSG00000027869","SH2D2A",9047,"ENSBTAG00000024470","SH2D2A",530059
"ENSSSCG00000008374","B3GNT2",100524195,"ENSG00000170340","B3GNT2",10678,"ENSBTAG00000018046","B3GNT2",515585
"ENSSSCG00000005466","PTBP3",768100,"ENSG00000119314","PTBP3",9991,"ENSBTAG00000016750","PTBP3",104968451
"ENSSSCG00000005466","PTBP3",768100,"ENSG00000119314","PTBP3",9991,"ENSBTAG00000016750","PTBP3",534155
"ENSSSCG00000001421","ZBTB12",100124380,"ENSG00000204366","ZBTB12",221527,"ENSBTAG00000032031","ZBTB12",100336034
"ENSSSCG00000006467","PRCC",100154743,"ENSG00000143294","PRCC",5546,"ENSBTAG00000000608","PRCC",507189
"ENSSSCG00000010586","SUFU",100155412,"ENSG00000107882","SUFU",51684,"ENSBTAG00000021068","SUFU",535067
"ENSSSCG00000014617","OR6A2",NA,"ENSG00000184933","OR6A2",8590,"ENSBTAG00000019144","OR6A2",528930
"ENSSSCG00000006468","HDGF",100153512,"ENSG00000143321","HDGF",3068,"ENSBTAG00000039793","HDGF",327953
"ENSSSCG00000052358","OR11L1",100739823,"ENSG00000197591","OR11L1",391189,"ENSBTAG00000017725","OR11L1",783250
"ENSSSCG00000001423","NELFE",100124384,"ENSG00000204356","NELFE",7936,"ENSBTAG00000007453","NELFE",540158
"ENSSSCG00000008376","COMMD1",100521368,"ENSG00000173163","COMMD1",150684,"ENSBTAG00000019867","COMMD1",534683
"ENSSSCG00000021439","CCDC66",100627348,"ENSG00000180376","CCDC66",285331,"ENSBTAG00000019746","CCDC66",534513
"ENSSSCG00000006469","MRPL24",100156363,"ENSG00000143314","MRPL24",79590,"ENSBTAG00000001520","MRPL24",532203
"ENSSSCG00000006470","METTL25B",100152334,"ENSG00000143303","METTL25B",51093,"ENSBTAG00000001519","METTL25B",532204
"ENSSSCG00000008377","CCT4",100521551,"ENSG00000115484","CCT4",10575,"ENSBTAG00000004531","CCT4",613336
"ENSSSCG00000038856","TRIM8",100154191,"ENSG00000171206","TRIM8",81603,"ENSBTAG00000021071","TRIM8",782444
"ENSSSCG00000006471","ISG20L2",100157573,"ENSG00000143319","ISG20L2",81875,"ENSBTAG00000001518","ISG20L2",515980
"ENSSSCG00000006472","CRABP2",100155151,"ENSG00000143320","CRABP2",1382,"ENSBTAG00000005716","CRABP2",493998
"ENSSSCG00000001425","DXO",100124385,"ENSG00000204348","DXO",1797,"ENSBTAG00000005588","DXO",NA
"ENSSSCG00000031782","ARL3",595114,"ENSG00000138175","ARL3",403,"ENSBTAG00000004318","ARL3",540040
"ENSSSCG00000028606","ZBTB7B",100622022,"ENSG00000160685","ZBTB7B",51043,"ENSBTAG00000021512","ZBTB7B",509019
"ENSSSCG00000054434","LENEP",100513469,"ENSG00000163352","LENEP",55891,"ENSBTAG00000073841","LENEP",132344831
"ENSSSCG00000040919","RTN4RL2",106508542,"ENSG00000186907","RTN4RL2",349667,"ENSBTAG00000012621","RTN4RL2",529030
"ENSSSCG00000011312","LARS2",100513625,"ENSG00000011376","LARS2",23395,"ENSBTAG00000007315","LARS2",504609
"ENSSSCG00000006538","FLAD1",100153896,"ENSG00000160688","FLAD1",80308,"ENSBTAG00000000186","FLAD1",506682
"ENSSSCG00000010589","SFXN2",102157879,"ENSG00000156398","SFXN2",118980,"ENSBTAG00000004321","SFXN2",513450
"ENSSSCG00000025218","TXNL4B",NA,"ENSG00000140830","TXNL4B",54957,"ENSBTAG00000006353","TXNL4B",510719
"ENSSSCG00000023611","TNXB",445520,"ENSG00000168477","TNXB",7148,"ENSBTAG00000001444","TNXB",282654
"ENSSSCG00000008378","FAM161A",100521720,"ENSG00000170264","FAM161A",84140,"ENSBTAG00000009290","FAM161A",532883
"ENSSSCG00000001418","NEU1",100124381,"ENSG00000204386","NEU1",4758,"ENSBTAG00000005674","NEU1",505554
"ENSSSCG00000001419","SLC44A4",100124377,"ENSG00000204385","SLC44A4",80736,"ENSBTAG00000005675","SLC44A4",520625
"ENSSSCG00000006539","SHC1",100156321,"ENSG00000160691","SHC1",6464,"ENSBTAG00000019838","SHC1",507196
"ENSSSCG00000013614","CNN1",396911,"ENSG00000130176","CNN1",1264,"ENSBTAG00000011207","CNN1",534583
"ENSSSCG00000054923","CKS1B",100155110,"ENSG00000173207","CKS1B",1163,"ENSBTAG00000024476","CKS1B",615827
"ENSSSCG00000038633","BORCS7",100157047,"ENSG00000166275","BORCS7",119032,"ENSBTAG00000061159","BORCS7",613274
"ENSSSCG00000006540","PBXIP1",100151902,"ENSG00000163346","PBXIP1",57326,"ENSBTAG00000004552","PBXIP1",506485
"ENSSSCG00000010592","AS3MT",100622012,"ENSG00000214435","AS3MT",57412,"ENSBTAG00000036127","AS3MT",505482
"ENSSSCG00000002748","DHX38",100518664,"ENSG00000140829","DHX38",9785,"ENSBTAG00000013265","DHX38",520046
"ENSSSCG00000001420","EHMT2",100124382,"ENSG00000204371","EHMT2",10919,"ENSBTAG00000005676","EHMT2",514062
"ENSSSCG00000028228","XPO1",397330,"ENSG00000082898","XPO1",7514,"ENSBTAG00000013254","XPO1",510568
"ENSSSCG00000055689","PMVK",100152301,"ENSG00000163344","PMVK",10654,"ENSBTAG00000017819","PMVK",513533
"ENSSSCG00000010631","GPAM",397629,"ENSG00000119927","GPAM",57678,"ENSBTAG00000011917","GPAM",497202
"ENSSSCG00000005467","HSDL2",100155587,"ENSG00000119471","HSDL2",84263,"ENSBTAG00000031295","HSDL2",404131
"ENSSSCG00000021741","ZNF527",102165184,"ENSG00000189164","ZNF527",84503,"ENSBTAG00000039075","ZNF527",538845
"ENSSSCG00000006499","LAMTOR2",100156749,"ENSG00000116586","LAMTOR2",28956,"ENSBTAG00000011754","LAMTOR2",616375
"ENSSSCG00000014912","CCDC83",NA,"ENSG00000150676","CCDC83",220047,"ENSBTAG00000011132","CCDC83",617342
"ENSSSCG00000010632","TECTB",100152297,"ENSG00000119913","TECTB",6975,"ENSBTAG00000006689","TECTB",538466
"ENSSSCG00000021227","HGD",100624241,"ENSG00000113924","HGD",3081,"ENSBTAG00000015895","HGD",507496
"ENSSSCG00000006796","CHI3L2",100037944,"ENSG00000064886","CHI3L2",1117,"ENSBTAG00000013578","CHI3L2",513513
"ENSSSCG00000031789","ACSL5",100157521,"ENSG00000197142","ACSL5",51703,"ENSBTAG00000006707","ACSL5",514159
"ENSSSCG00000005469","KIAA1958",100513712,"ENSG00000165185","KIAA1958",158405,"ENSBTAG00000016259","KIAA1958",509630
"ENSSSCG00000002747","PMFBP1",100518840,"ENSG00000118557","PMFBP1",83449,"ENSBTAG00000013266","PMFBP1",523993
"ENSSSCG00000025704","DENND2D",100157652,"ENSG00000162777","DENND2D",79961,"ENSBTAG00000020172","DENND2D",504595
"ENSSSCG00000014913","PICALM",100519857,"ENSG00000073921","PICALM",8301,"ENSBTAG00000001657","PICALM",513579
"ENSSSCG00000034449","RSRP1",100626780,"ENSG00000117616","RSRP1",57035,"ENSBTAG00000070601","RSRP1",615263
"ENSSSCG00000026194","INIP",100513906,"ENSG00000148153","INIP",58493,"ENSBTAG00000019275","INIP",616784
"ENSSSCG00000029918","CEPT1",100154792,"ENSG00000134255","CEPT1",10390,"ENSBTAG00000020169","CEPT1",504650
"ENSSSCG00000029420","ZNF569",102164889,"ENSG00000196437","ZNF569",148266,"ENSBTAG00000004939","ZNF569",520008
"ENSSSCG00000026922","DRAM2",100158051,"ENSG00000156171","DRAM2",128338,"ENSBTAG00000009888","DRAM2",767922
"ENSSSCG00000024201","TASOR",100627450,"ENSG00000163946","TASOR",23272,"ENSBTAG00000019748","TASOR",510095
"ENSSSCG00000005441","ELP1",100157586,"ENSG00000070061","ELP1",8518,"ENSBTAG00000004991","ELP1",505465
"ENSSSCG00000006799","LRIF1",100156850,"ENSG00000121931","LRIF1",55791,"ENSBTAG00000012659","LRIF1",539067
"ENSSSCG00000006800","CD53",100152398,"ENSG00000143119","CD53",963,"ENSBTAG00000006466","CD53",505040
"ENSSSCG00000010635","ZDHHC6",100156349,"ENSG00000023041","ZDHHC6",64429,"ENSBTAG00000006713","ZDHHC6",514158
"ENSSSCG00000013944","OR2G3",100516421,"ENSG00000177476","OR2G3",81469,"ENSBTAG00000027911","OR2G3",614762
"ENSSSCG00000026951","PSMB8",396975,"ENSG00000204264","PSMB8",5696,"ENSBTAG00000003039","PSMB8",282013
"ENSSSCG00000006802","KCNA3",100156614,"ENSG00000177272","KCNA3",3738,"ENSBTAG00000047879","KCNA3",525507
"ENSSSCG00000014108","BHMT",397371,"ENSG00000145692","BHMT",635,"ENSBTAG00000002255","BHMT",497025
"ENSSSCG00000032968","VTI1A",100157559,"ENSG00000151532","VTI1A",143187,"ENSBTAG00000050055","VTI1A",780850
"ENSSSCG00000037709","KCNA2",397292,"ENSG00000177301","KCNA2",3737,"ENSBTAG00000015459","KCNA2",539608
"ENSSSCG00000025618","TAP1",733649,"ENSG00000168394","TAP1",6890,"ENSBTAG00000008953","TAP1",524959
"ENSSSCG00000030359","ARHGEF3",100627663,"ENSG00000163947","ARHGEF3",50650,"ENSBTAG00000014091","ARHGEF3",782247
"ENSSSCG00000024267","TMEM50A",100626872,"ENSG00000183726","TMEM50A",23585,"ENSBTAG00000001296","TMEM50A",504456
"ENSSSCG00000006803","KCNA10",100049654,"ENSG00000143105","KCNA10",3744,"ENSBTAG00000008322","KCNA10",538721
"ENSSSCG00000023539","MBOAT2",100623089,"ENSG00000143797","MBOAT2",129642,"ENSBTAG00000008160","MBOAT2",785489
"ENSSSCG00000010638","TCF7L2",100153922,"ENSG00000148737","TCF7L2",6934,"ENSBTAG00000021574","TCF7L2",540481
"ENSSSCG00000056682","PROK1",100359362,"ENSG00000143125","PROK1",84432,"ENSBTAG00000010560","PROK1",617599
"ENSSSCG00000005444","TMEM245",100626033,"ENSG00000106771","TMEM245",23731,"ENSBTAG00000038794","TMEM245",521172
"ENSSSCG00000005444","TMEM245",100625952,"ENSG00000106771","TMEM245",23731,"ENSBTAG00000038794","TMEM245",521172
"ENSSSCG00000040889","LAMTOR5",NA,"ENSG00000134248","LAMTOR5",10542,"ENSBTAG00000070801","LAMTOR5",516090
"ENSSSCG00000029570","PXDN",100516076,"ENSG00000130508","PXDN",7837,"ENSBTAG00000050986","PXDN",515860
"ENSSSCG00000031612","ZNF570",100739461,"ENSG00000171827","ZNF570",148268,"ENSBTAG00000000472","ZNF570",100138971
"ENSSSCG00000006808","SLC16A4",100512346,"ENSG00000168679","SLC16A4",9122,"ENSBTAG00000015380","SLC16A4",525480
"ENSSSCG00000011463","IL17RD",100513377,"ENSG00000144730","IL17RD",54756,"ENSBTAG00000059979","IL17RD",782214
"ENSSSCG00000040824","CNTN2",NA,"ENSG00000184144","CNTN2",6900,"ENSBTAG00000014645","CNTN2",100140960
"ENSSSCG00000001566","RAB44",100153789,"ENSG00000255587","RAB44",401258,"ENSBTAG00000050445","RAB44",100337049
"ENSSSCG00000001567","CPNE5",100152591,"ENSG00000124772","CPNE5",57699,"ENSBTAG00000007514","CPNE5",508482
"ENSSSCG00000021207","HESX1",100623612,"ENSG00000163666","HESX1",8820,"ENSBTAG00000001439","HESX1",781811
"ENSSSCG00000006809","RBM15",100155227,"ENSG00000162775","RBM15",64783,"ENSBTAG00000060532","RBM15",541044
"ENSSSCG00000006810","KCNC4",100623937,"ENSG00000116396","KCNC4",3749,"ENSBTAG00000007352","KCNC4",540768
"ENSSSCG00000035341","C6orf89",100156227,"ENSG00000198663","C6orf89",221477,"ENSBTAG00000002393","C23H6orf89",618886
"ENSSSCG00000051647","TMEM81",NA,"ENSG00000174529","TMEM81",388730,"ENSBTAG00000015945","TMEM81",510784
"ENSSSCG00000010068","SLC2A11",100125552,"ENSG00000133460","SLC2A11",66035,"ENSBTAG00000018647","SLC2A11",615920
"ENSSSCG00000006811","SLC6A17",100156430,"ENSG00000197106","SLC6A17",388662,"ENSBTAG00000001981","SLC6A17",407174
"ENSSSCG00000015288","RBBP5",NA,"ENSG00000117222","RBBP5",5929,"ENSBTAG00000015946","RBBP5",510455
"ENSSSCG00000013115","CD5",100513336,"ENSG00000110448","CD5",921,"ENSBTAG00000013730","CD5",280745
"ENSSSCG00000001570","PI16",100155010,"ENSG00000164530","PI16",221476,"ENSBTAG00000002092","PI16",507058
"ENSSSCG00000032357","APPL1",100188978,"ENSG00000157500","APPL1",26060,"ENSBTAG00000006824","APPL1",517850
"ENSSSCG00000006812","ALX3",100512714,"ENSG00000156150","ALX3",257,"ENSBTAG00000020966","ALX3",522085
"ENSSSCG00000039626","DERL3",100155947,"ENSG00000099958","DERL3",91319,"ENSBTAG00000022028","DERL3",614334
"ENSSSCG00000006813","STRIP1",100510902,"ENSG00000143093","STRIP1",85369,"ENSBTAG00000020964","STRIP1",511120
"ENSSSCG00000001571","MTCH1",100152609,"ENSG00000137409","MTCH1",23787,"ENSBTAG00000033453","MTCH1",781257
"ENSSSCG00000010070","SMARCB1",100154735,"ENSG00000099956","SMARCB1",6598,"ENSBTAG00000009988","SMARCB1",537412
"ENSSSCG00000001565","CDKN1A",100152215,"ENSG00000124762","CDKN1A",1026,"ENSBTAG00000008353","CDKN1A",513497
"ENSSSCG00000006816","AHCYL1",100512899,"ENSG00000168710","AHCYL1",10768,"ENSBTAG00000018893","AHCYL1",505511
"ENSSSCG00000038824","FRRS1L",100155590,"ENSG00000260230","FRRS1L",23732,"ENSBTAG00000017936","FRRS1L",538492
"ENSSSCG00000015286","DSTYK",NA,"ENSG00000133059","DSTYK",25778,"ENSBTAG00000016618","DSTYK",534684
"ENSSSCG00000010071","MMP11",100153503,"ENSG00000099953","MMP11",4320,"ENSBTAG00000006108","MMP11",539109
"ENSSSCG00000005446","EPB41L4B",100510946,"ENSG00000095203","EPB41L4B",54566,"ENSBTAG00000017063","EPB41L4B",519310
"ENSSSCG00000035320","ASB14",110256252,"ENSG00000239388","ASB14",142686,"ENSBTAG00000016013","ASB14",509431
"ENSSSCG00000001481","HCRTR2",397428,"ENSG00000137252","HCRTR2",3062,"ENSBTAG00000011719","HCRTR2",529603
"ENSSSCG00000014570","NRIP3",NA,"ENSG00000175352","NRIP3",56675,"ENSBTAG00000013366","NRIP3",538608
"ENSSSCG00000001483","FAM83B",100155972,"ENSG00000168143","FAM83B",222584,"ENSBTAG00000016058","FAM83B",540231
"ENSSSCG00000062483","GVQW3",NA,"ENSG00000179240","GVQW3",100506127,"ENSBTAG00000052297","GVQW3",104974273
"ENSSSCG00000037449","CSF1",100513084,"ENSG00000184371","CSF1",1435,"ENSBTAG00000000283","CSF1",281094
"ENSSSCG00000014897","FAM181B",NA,"ENSG00000182103","FAM181B",220382,"ENSBTAG00000006812","FAM181B",613623
"ENSSSCG00000006740","ATP1A1",397481,"ENSG00000163399","ATP1A1",476,"ENSBTAG00000001246","ATP1A1",282144
"ENSSSCG00000014907","CREBZF",NA,"ENSG00000137504","CREBZF",58487,"ENSBTAG00000000455","CREBZF",538594
"ENSSSCG00000010079","PPM1F",100152687,"ENSG00000100034","PPM1F",9647,"ENSBTAG00000006938","PPM1F",618210
"ENSSSCG00000013941","OR2B11",100515362,"ENSG00000177535","OR2B11",127623,"ENSBTAG00000039422","OR2B11",512138
"ENSSSCG00000062997","CCDC89",NA,"ENSG00000179071","CCDC89",220388,"ENSBTAG00000000457","CCDC89",538595
"ENSSSCG00000010081","MAPK1",100153927,"ENSG00000100030","MAPK1",5594,"ENSBTAG00000010312","MAPK1",327672
"ENSSSCG00000005449","PTPN3",100622329,"ENSG00000070159","PTPN3",5774,"ENSBTAG00000018841","PTPN3",511010
"ENSSSCG00000059302","TRIM3",NA,"ENSG00000110171","TRIM3",10612,"ENSBTAG00000003565","TRIM3",534510
"ENSSSCG00000022447","F3",396677,"ENSG00000117525","F3",2152,"ENSBTAG00000007101","F3",280686
"ENSSSCG00000028620","ABCD3",100626343,"ENSG00000117528","ABCD3",5825,"ENSBTAG00000009698","ABCD3",526059
"ENSSSCG00000020990","DNAH12",100513566,"ENSG00000174844","DNAH12",201625,"ENSBTAG00000020802","DNAH12",100847355
"ENSSSCG00000033120","PALM2AKAP2",100152369,"ENSG00000157654","PALM2AKAP2",445815,"ENSBTAG00000014471","PALM2",NA
"ENSSSCG00000056389","ZNF165",NA,"ENSG00000197279","ZNF165",7718,"ENSBTAG00000031874","ZNF165",506398
"ENSSSCG00000022664","ZSCAN16",NA,"ENSG00000196812","ZSCAN16",80345,"ENSBTAG00000031873","ZSCAN16",511795
"ENSSSCG00000054789","YPEL1",100523752,"ENSG00000100027","YPEL1",29799,"ENSBTAG00000017867","YPEL1",521410
"ENSSSCG00000001201","ZKSCAN8",NA,"ENSG00000198315","ZKSCAN8",7745,"ENSBTAG00000007074","ZKSCAN8",511794
"ENSSSCG00000010083","PPIL2",100157972,"ENSG00000100023","PPIL2",23759,"ENSBTAG00000021121","PPIL2",511467
"ENSSSCG00000015287","TMCC2",NA,"ENSG00000133069","TMCC2",9911,"ENSBTAG00000002361","TMCC2",768080
"ENSSSCG00000001203","ZSCAN9",NA,"ENSG00000137185","ZSCAN9",7746,"ENSBTAG00000040168","ZSCAN9",104975672
"ENSSSCG00000006889","ARHGAP29",100152734,"ENSG00000137962","ARHGAP29",9411,"ENSBTAG00000004190","ARHGAP29",504657
"ENSSSCG00000006889","ARHGAP29",100152734,"ENSG00000137962","ARHGAP29",105378858,"ENSBTAG00000004190","ARHGAP29",504657
"ENSSSCG00000001205","NKAPL",NA,"ENSG00000189134","NKAPL",222698,"ENSBTAG00000031871","NKAPL",515716
"ENSSSCG00000001206","ZSCAN26",NA,"ENSG00000197062","ZSCAN26",7741,"ENSBTAG00000031869","ZSCAN26",512445
"ENSSSCG00000001207","PGBD1",NA,"ENSG00000137338","PGBD1",84547,"ENSBTAG00000046573","PGBD1",NA
"ENSSSCG00000025335","ZSCAN31",NA,"ENSG00000235109","ZSCAN31",64288,"ENSBTAG00000037988","ZSCAN31",518176
"ENSSSCG00000037549","GCLM",100153977,"ENSG00000023909","GCLM",2730,"ENSBTAG00000076086","GCLM",525659
"ENSSSCG00000001209","ZSCAN12",NA,"ENSG00000158691","ZSCAN12",9753,"ENSBTAG00000008943","ZSCAN12",768084
"ENSSSCG00000006892","DNTTIP2",100157622,"ENSG00000067334","DNTTIP2",30836,"ENSBTAG00000047679","DNTTIP2",511258
"ENSSSCG00000006893","BCAR3",100153143,"ENSG00000137936","BCAR3",8412,"ENSBTAG00000003245","BCAR3",506231
"ENSSSCG00000054186","SDF2L1",100156780,"ENSG00000128228","SDF2L1",23753,"ENSBTAG00000000067","SDF2L1",517962
"ENSSSCG00000029425","MRPS18B",100144465,"ENSG00000204568","MRPS18B",28973,"ENSBTAG00000006936","MRPS18B",510824
"ENSSSCG00000006894","FNBP1L",100157977,"ENSG00000137942","FNBP1L",54874,"ENSBTAG00000004383","FNBP1L",616665
"ENSSSCG00000023258","CLEC4F",100524617,"ENSG00000152672","CLEC4F",165530,"ENSBTAG00000004560","CLEC4F",511001
"ENSSSCG00000010396","PARG",100522038,"ENSG00000227345","PARG",8505,"ENSBTAG00000023018","PARG",281377
"ENSSSCG00000001471","BRD2",100141307,"ENSG00000204256","BRD2",6046,"ENSBTAG00000011074","BRD2",505358
"ENSSSCG00000038471","NUAK2",NA,"ENSG00000163545","NUAK2",81788,"ENSBTAG00000018774","NUAK2",518632
"ENSSSCG00000006890","ABCA4",100155583,"ENSG00000198691","ABCA4",24,"ENSBTAG00000018010","ABCA4",281584
"ENSSSCG00000008321","FIGLA",100313961,"ENSG00000183733","FIGLA",344018,"ENSBTAG00000008905","FIGLA",528891
"ENSSSCG00000005452","C9orf152",100512390,"ENSG00000188959","C9orf152",401546,"ENSBTAG00000003240","C8H9orf152",614478
"ENSSSCG00000008385","PUS10",100523369,"ENSG00000162927","PUS10",150962,"ENSBTAG00000009694","PUS10",614986
"ENSSSCG00000023441","KLHDC8A",NA,"ENSG00000162873","KLHDC8A",55220,"ENSBTAG00000067921","KLHDC8A",532283
